organo_contratacion;estado_licitacion;objeto_contrato;presupuesto_base;tipo_contrato;codigo_cpv;ubicacion;url
Junta de Gobierno del Ayuntamiento de Fuengirola;Adjudicada;Obras de adaptación de una edificación existente para la creación de un centro joven ubicado en el Parque Fluvial Sohail de Fuengirola.;1.482.717,61;Obras;45111100-Trabajos de demolición., 45212110-Trabajos de construcción de centros de ocio.;España - Málaga;https://contrataciondelestado.es/wps/portal/!ut/p/b0/04_Sj9CPykssy0xPLMnMz0vMAfIjU1JTC3Iy87KtUlJLEnNyUuNzMpMzSxKTgQr0w_Wj9KMyU1zLcvQjVQ1cko0q04oiso20PavyjX08_ALckwNtbfULcnMdAV_5Jvk!/
